Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,Source_File,condition,genotype/variation,strain/background,AssemblyName,intentional_duplicate (run),dangling_references (run),BioSampleModel,dev_stage,Ecotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Library Name,cell_type,Development_stage,ecotype_background,genotype/varaition,genotype,treatment,Developmental_Stage,Experiment.1,strain,number_of_nuclei,plate/batch,days_after_pollination,fans_peak,female_parent,male_parent,ecotype/background,use_for_atlas,ID,Sample name,Accession,Public description,Project accession,Sample title,Cultivar,Biomaterial provider,Tissue,Age,Age unit,Dev stage,Cell line,Cell type,Collected by,Collection date,Culture collection,Disease,Disease stage,Genotype,Growth protocol,Height length,Isolation source,Latitude longitude,Phenotype,Population,Type,Sex,Specimen voucher,Temperature,Treatment,Study_Title
SRR12547983,,RNA-Seq,42.0,54627560.0,PRJNA660263,SAMN15942376,56622901.0,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9037835,GSM4755308,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:00:00Z,1.0,GSM4755308,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,3.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548036,,RNA-Seq,43.0,54541250.0,PRJNA660263,SAMN15943327,55623313.0,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036633,GSM4755361,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:58:00Z,1.0,GSM4755361,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548654,,RNA-Seq,76.0,54538284.0,PRJNA660263,SAMN15943793,23838903.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037298,GSM4755979,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755979,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547256,,RNA-Seq,76.0,54503248.0,PRJNA660263,SAMN15943061,24075460.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036357,GSM4756245,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756245,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547391,,RNA-Seq,76.0,54500968.0,PRJNA660263,SAMN15942990,22425296.0,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037955,GSM4756380,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756380,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548407,,RNA-Seq,76.0,54461296.0,PRJNA660263,SAMN15943611,22581658.0,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036716,GSM4755732,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755732,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548513,,RNA-Seq,76.0,54442904.0,PRJNA660263,SAMN15943722,22846904.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037645,GSM4755838,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755838,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548121,,RNA-Seq,42.0,54438920.0,PRJNA660263,SAMN15943243,56044179.0,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037413,GSM4755446,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:05:00Z,1.0,GSM4755446,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,3.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547998,,RNA-Seq,42.0,54362710.0,PRJNA660263,SAMN15943424,56029488.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036315,GSM4755323,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:59:00Z,1.0,GSM4755323,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548400,,RNA-Seq,76.0,54332400.0,PRJNA660263,SAMN15943618,22826023.0,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036645,GSM4755725,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755725,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548638,,RNA-Seq,76.0,54318948.0,PRJNA660263,SAMN15943846,23722150.0,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037163,GSM4755963,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755963,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547341,,RNA-Seq,76.0,54297364.0,PRJNA660263,SAMN15943030,22253360.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037457,GSM4756330,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756330,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548628,,RNA-Seq,76.0,54296224.0,PRJNA660263,SAMN15943856,23764832.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037025,GSM4755953,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755953,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548233,,RNA-Seq,76.0,54254500.0,PRJNA660263,SAMN15943255,22598889.0,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036790,GSM4755558,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:20:00Z,1.0,GSM4755558,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548433,,RNA-Seq,76.0,54142704.0,PRJNA660263,SAMN15943623,22515843.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036942,GSM4755758,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755758,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547136,,RNA-Seq,76.0,54137536.0,PRJNA660263,SAMN15943988,23927148.0,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036957,GSM4756125,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756125,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548316,,RNA-Seq,76.0,54103336.0,PRJNA660263,SAMN15943495,22628525.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037496,GSM4755641,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:52:00Z,1.0,GSM4755641,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547255,,RNA-Seq,76.0,54000812.0,PRJNA660263,SAMN15943062,23764172.0,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036356,GSM4756244,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756244,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548630,,RNA-Seq,76.0,53954452.0,PRJNA660263,SAMN15943854,23568827.0,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037099,GSM4755955,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755955,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548617,,RNA-Seq,76.0,53932792.0,PRJNA660263,SAMN15943816,23618546.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036950,GSM4755942,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755942,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547243,,RNA-Seq,76.0,53906496.0,PRJNA660263,SAMN15943142,23883699.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037879,GSM4756232,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756232,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547726,,RNA-Seq,40.0,53885000.0,PRJNA660263,SAMN15942676,33426027.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036907,GSM4755051,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755051,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548253,,RNA-Seq,76.0,53872600.0,PRJNA660263,SAMN15943280,22364147.0,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036938,GSM4755578,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755578,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548397,,RNA-Seq,76.0,53872068.0,PRJNA660263,SAMN15943583,22468687.0,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036570,GSM4755722,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755722,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548344,,RNA-Seq,76.0,53868344.0,PRJNA660263,SAMN15943545,22578215.0,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037780,GSM4755669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:52:00Z,1.0,GSM4755669,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547593,,RNA-Seq,76.0,53846684.0,PRJNA660263,SAMN15942746,21991687.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036446,GSM4756582,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756582,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547577,,RNA-Seq,76.0,53830800.0,PRJNA660263,SAMN15942818,21926726.0,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037965,GSM4756566,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756566,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547165,,RNA-Seq,76.0,53790292.0,PRJNA660263,SAMN15943174,23691565.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037178,GSM4756154,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756154,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548539,,RNA-Seq,76.0,53754952.0,PRJNA660263,SAMN15943741,22450953.0,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037863,GSM4755864,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755864,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548005,,RNA-Seq,42.0,53728180.0,PRJNA660263,SAMN15943496,55543521.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036322,GSM4755330,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:01:00Z,1.0,GSM4755330,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547380,,RNA-Seq,76.0,53704260.0,PRJNA660263,SAMN15942962,21950922.0,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037816,GSM4756369,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756369,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548035,,RNA-Seq,43.0,53662520.0,PRJNA660263,SAMN15943369,54873913.0,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036632,GSM4755360,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:01:00Z,1.0,GSM4755360,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548511,,RNA-Seq,76.0,53612300.0,PRJNA660263,SAMN15943724,22428307.0,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037643,GSM4755836,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755836,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547845,,RNA-Seq,42.0,53603650.0,PRJNA660263,SAMN15942515,55301442.0,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036546,GSM4755170,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:58:00Z,1.0,GSM4755170,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,6C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547892,,RNA-Seq,44.0,53586040.0,PRJNA660263,SAMN15942437,52688779.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036993,GSM4755217,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:59:00Z,1.0,GSM4755217,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,6C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547305,,RNA-Seq,76.0,53575972.0,PRJNA660263,SAMN15943072,21854166.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037182,GSM4756294,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756294,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547203,,RNA-Seq,76.0,53543824.0,PRJNA660263,SAMN15943161,23692244.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037519,GSM4756192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756192,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547331,,RNA-Seq,76.0,53482720.0,PRJNA660263,SAMN15943037,21749397.0,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037383,GSM4756320,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756320,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548008,,RNA-Seq,42.0,53470300.0,PRJNA660263,SAMN15943359,55242457.0,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036389,GSM4755333,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:59:00Z,1.0,GSM4755333,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547423,,RNA-Seq,76.0,53462048.0,PRJNA660263,SAMN15942940,22044329.0,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036596,GSM4756412,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756412,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547758,,RNA-Seq,40.0,53406240.0,PRJNA660263,SAMN15942607,32704486.0,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9037466,GSM4755083,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755083,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547257,,RNA-Seq,76.0,53401248.0,PRJNA660263,SAMN15943103,23629641.0,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036358,GSM4756246,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756246,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
